Date,Price
06/06/2022,"55,845.85"
06/03/2022,"55,961.40"
06/02/2022,"56,017.55"
06/01/2022,"55,586.20"
05/31/2022,"55,779.20"
05/30/2022,"56,147.05"
05/27/2022,"55,122.90"
05/26/2022,"54,252.53"
05/25/2022,"53,756.10"
05/24/2022,"54,066.40"
05/23/2022,"54,309.35"
05/20/2022,"54,367.90"
05/19/2022,"52,839.35"
05/18/2022,"54,263.80"
05/17/2022,"54,380.80"
05/16/2022,"53,041.35"
05/13/2022,"52,881.10"
05/12/2022,"53,024.80"
05/11/2022,"54,191.85"
05/10/2022,"54,475.75"
05/09/2022,"54,588.80"
05/06/2022,"54,975.50"
05/05/2022,"55,851.45"
05/04/2022,"55,825.30"
05/02/2022,"57,135.45"
04/29/2022,"57,240.55"
04/28/2022,"57,521.06"
04/27/2022,"56,826.00"
04/26/2022,"57,370.00"
04/25/2022,"56,599.65"
04/22/2022,"57,237.15"
04/21/2022,"57,958.90"
04/20/2022,"57,090.65"
04/19/2022,"56,522.35"
04/18/2022,"57,233.30"
04/13/2022,"58,440.95"
04/12/2022,"58,685.60"
04/11/2022,"59,081.40"
04/08/2022,"59,585.80"
04/07/2022,"59,179.45"
04/06/2022,"59,763.35"
04/05/2022,"60,337.85"
04/04/2022,"60,781.40"
04/01/2022,"59,463.35"
03/31/2022,"58,568.51"
03/30/2022,"58,690.80"
03/29/2022,"57,957.15"
03/28/2022,"57,613.60"
03/25/2022,"57,402.30"
03/24/2022,"57,642.65"
03/23/2022,"57,738.55"
03/22/2022,"58,050.10"
03/21/2022,"57,359.20"
03/17/2022,"57,958.35"
03/16/2022,"56,916.00"
03/15/2022,"55,880.85"
03/14/2022,"56,597.90"
03/11/2022,"55,679.85"
03/10/2022,"55,600.15"
03/09/2022,"54,787.50"
03/08/2022,"53,567.35"
03/07/2022,"52,990.65"
03/04/2022,"54,504.90"
03/03/2022,"55,282.60"
03/02/2022,"55,656.55"
02/28/2022,"56,450.70"
02/25/2022,"56,080.10"
02/24/2022,"54,529.91"
02/23/2022,"57,238.70"
02/22/2022,"57,314.05"
02/21/2022,"57,703.75"
02/18/2022,"57,873.40"
02/17/2022,"57,939.20"
02/16/2022,"58,050.70"
02/15/2022,"58,203.00"
02/14/2022,"56,471.55"
02/11/2022,"58,241.05"
02/10/2022,"59,022.15"
02/09/2022,"58,568.20"
02/08/2022,"57,916.40"
02/07/2022,"57,735.35"
02/04/2022,"58,781.55"
02/03/2022,"58,931.95"
02/02/2022,"59,711.10"
02/01/2022,"59,020.40"
01/31/2022,"58,176.55"
01/28/2022,"57,380.35"
01/27/2022,"57,276.94"
01/25/2022,"57,871.65"
01/24/2022,"57,511.60"
01/21/2022,"59,078.45"
01/20/2022,"59,513.10"
01/19/2022,"60,154.80"
01/18/2022,"60,818.55"
01/17/2022,"61,380.30"
01/14/2022,"61,315.80"
01/13/2022,"61,335.20"
01/12/2022,"61,256.95"
01/11/2022,"60,729.90"
01/10/2022,"60,515.25"
01/07/2022,"59,883.95"
01/06/2022,"59,747.75"
01/05/2022,"60,377.65"
01/04/2022,"59,348.85"
01/03/2022,"59,348.85"
12/31/2021,"58,437.25"
12/30/2021,"57,794.32"
12/29/2021,"57,813.20"
12/28/2021,"57,910.95"
12/27/2021,"57,440.30"
12/24/2021,"57,164.25"
12/23/2021,"57,362.00"
12/22/2021,"56,983.60"
12/21/2021,"56,378.05"
12/20/2021,"55,887.00"
12/17/2021,"57,098.10"
12/16/2021,"57,995.60"
12/15/2021,"57,889.05"
12/14/2021,"58,225.45"
12/13/2021,"58,398.90"
12/10/2021,"58,923.75"
12/09/2021,"58,951.10"
12/08/2021,"58,800.15"
12/07/2021,"57,788.20"
12/06/2021,"56,905.95"
12/03/2021,"57,878.15"
12/02/2021,"58,652.20"
12/01/2021,"57,879.90"
11/30/2021,"57,264.55"
11/29/2021,"57,467.65"
11/26/2021,"57,333.70"
11/25/2021,"58,795.09"
11/24/2021,"58,347.75"
11/23/2021,"58,678.00"
11/22/2021,"58,486.30"
11/18/2021,"59,684.65"
11/17/2021,"60,064.20"
11/16/2021,"60,385.60"
11/15/2021,"60,789.45"
11/12/2021,"60,778.65"
11/11/2021,"60,017.45"
11/10/2021,"60,458.35"
11/09/2021,"60,546.15"
11/08/2021,"60,665.55"
11/04/2021,"60,214.65"
11/03/2021,"59,925.25"
11/02/2021,"60,190.05"
11/01/2021,"60,306.80"
10/29/2021,"59,493.70"
10/28/2021,"59,984.70"
10/27/2021,"61,150.40"
10/26/2021,"61,364.55"
10/25/2021,"60,988.35"
10/22/2021,"60,864.15"
10/21/2021,"60,973.15"
10/20/2021,"61,317.00"
10/19/2021,"61,780.75"
10/18/2021,"61,837.55"
10/14/2021,"61,405.95"
10/13/2021,"60,843.25"
10/12/2021,"60,396.70"
10/11/2021,"60,199.10"
10/08/2021,"60,199.10"
10/07/2021,"59,823.90"
10/06/2021,"59,341.55"
10/05/2021,"59,905.10"
10/04/2021,"59,465.30"
10/01/2021,"58,950.65"
09/30/2021,"59,126.36"
09/29/2021,"59,420.15"
09/28/2021,"59,681.50"
09/27/2021,"60,098.85"
09/24/2021,"60,090.45"
09/23/2021,"59,934.20"
09/22/2021,"58,982.20"
09/21/2021,"59,067.15"
09/20/2021,"58,559.05"
09/17/2021,"59,105.30"
09/16/2021,"59,237.65"
09/15/2021,"58,825.90"
09/14/2021,"58,355.70"
09/13/2021,"58,293.00"
09/09/2021,"58,447.80"
09/08/2021,"58,399.70"
09/07/2021,"58,435.75"
09/06/2021,"58,460.10"
09/03/2021,"58,313.00"
09/02/2021,"58,041.45"
09/01/2021,"57,532.15"
08/31/2021,"57,753.75"
08/30/2021,"57,095.50"
08/27/2021,"56,347.35"
08/26/2021,"55,949.10"
08/25/2021,"55,950.70"
08/24/2021,"55,972.00"
08/23/2021,"55,575.20"
08/20/2021,"55,368.00"
08/18/2021,"55,681.30"
08/17/2021,"55,850.75"
08/16/2021,"55,647.30"
08/13/2021,"55,521.30"
08/12/2021,"54,933.45"
08/11/2021,"54,621.25"
08/10/2021,"54,656.40"
08/09/2021,"54,510.60"
08/06/2021,"54,404.30"
08/05/2021,"54,626.25"
08/04/2021,"54,509.25"
08/03/2021,"53,967.70"
08/02/2021,"53,098.85"
07/30/2021,"52,825.00"
07/29/2021,"52,653.07"
07/28/2021,"52,449.80"
07/27/2021,"52,591.00"
07/26/2021,"52,870.70"
07/23/2021,"53,012.85"
07/22/2021,"52,880.30"
07/20/2021,"52,253.25"
07/19/2021,"52,614.60"
07/16/2021,"53,220.55"
07/15/2021,"53,245.55"
07/14/2021,"52,996.55"
07/13/2021,"52,868.15"
07/12/2021,"52,476.45"
07/09/2021,"52,508.35"
07/08/2021,"52,697.65"
07/07/2021,"53,190.85"
07/06/2021,"53,002.95"
07/05/2021,"53,028.00"
07/02/2021,"52,649.95"
07/01/2021,"52,489.45"
06/30/2021,"52,660.25"
06/29/2021,"52,733.55"
06/28/2021,"52,926.30"
06/25/2021,"53,135.00"
06/24/2021,"52,699.00"
06/23/2021,"52,312.15"
06/22/2021,"52,600.95"
06/21/2021,"52,592.80"
06/18/2021,"52,381.05"
06/17/2021,"52,366.00"
06/16/2021,"52,550.90"
06/15/2021,"52,828.40"
06/14/2021,"52,612.75"
06/11/2021,"52,554.25"
06/10/2021,"52,385.80"
06/09/2021,"52,032.45"
06/08/2021,"52,373.05"
06/07/2021,"52,432.15"
06/04/2021,"52,221.55"
06/03/2021,"52,360.30"
06/02/2021,"51,982.50"
06/01/2021,"52,074.15"
05/31/2021,"52,082.80"
05/28/2021,"51,584.80"
05/27/2021,"51,115.22"
05/26/2021,"51,023.45"
05/25/2021,"50,649.35"
05/24/2021,"50,669.60"
05/21/2021,"50,575.80"
05/20/2021,"49,605.25"
05/19/2021,"49,949.10"
05/18/2021,"50,245.95"
05/17/2021,"49,638.50"
05/14/2021,"48,806.40"
05/12/2021,"48,775.95"
05/11/2021,"49,253.50"
05/10/2021,"49,600.45"
05/07/2021,"49,321.20"
05/06/2021,"49,069.60"
05/05/2021,"48,802.40"
05/04/2021,"48,382.90"
05/03/2021,"48,854.90"
04/30/2021,"48,935.95"
04/29/2021,"49,765.94"
04/28/2021,"49,739.60"
04/27/2021,"48,955.55"
04/26/2021,"48,403.40"
04/23/2021,"47,911.95"
04/22/2021,"48,119.85"
04/20/2021,"47,755.80"
04/19/2021,"48,005.25"
04/16/2021,"48,906.00"
04/15/2021,"48,883.30"
04/13/2021,"48,634.60"
04/12/2021,"47,978.25"
04/09/2021,"49,706.95"
04/08/2021,"49,868.00"
04/07/2021,"49,789.15"
04/06/2021,"49,333.35"
04/05/2021,"49,296.90"
04/01/2021,"50,193.20"
03/31/2021,"49,676.65"
03/30/2021,"50,312.00"
03/26/2021,"49,202.90"
03/25/2021,"48,440.12"
03/24/2021,"49,186.00"
03/23/2021,"50,063.10"
03/22/2021,"49,788.65"
03/19/2021,"49,893.10"
03/18/2021,"49,848.00"
03/17/2021,"49,848.00"
03/16/2021,"50,416.75"
03/15/2021,"50,453.75"
03/12/2021,"50,869.05"
03/10/2021,"51,369.15"
03/09/2021,"51,120.65"
03/08/2021,"50,541.00"
03/05/2021,"50,522.85"
03/04/2021,"50,970.55"
03/03/2021,"51,576.60"
03/02/2021,"50,431.75"
03/01/2021,"49,989.35"
02/26/2021,"49,254.60"
02/25/2021,"51,039.31"
02/24/2021,"50,787.60"
02/23/2021,"49,763.00"
02/22/2021,"49,761.70"
02/19/2021,"50,925.35"
02/18/2021,"51,366.55"
02/17/2021,"51,752.00"
02/16/2021,"52,158.80"
02/15/2021,"52,214.85"
02/12/2021,"51,622.40"
02/11/2021,"51,615.60"
02/10/2021,"51,399.10"
02/09/2021,"51,424.80"
02/08/2021,"51,450.50"
02/05/2021,"50,849.90"
02/04/2021,"50,738.20"
02/03/2021,"50,384.65"
02/02/2021,"49,931.25"
02/01/2021,"48,736.65"
01/29/2021,"46,431.50"
01/28/2021,"46,874.36"
01/27/2021,"47,415.45"
01/25/2021,"48,364.45"
01/22/2021,"48,912.70"
01/21/2021,"49,665.20"
01/20/2021,"49,838.50"
01/19/2021,"49,450.10"
01/18/2021,"48,620.85"
01/15/2021,"49,108.95"
01/14/2021,"49,665.05"
01/13/2021,"49,578.85"
01/12/2021,"49,609.45"
01/11/2021,"49,366.90"
01/08/2021,"48,896.25"
01/07/2021,"48,211.05"
01/06/2021,"48,297.65"
01/05/2021,"48,567.65"
01/04/2021,"48,311.65"
01/01/2021,"48,019.70"
12/31/2020,"47,751.33"
12/30/2020,"47,751.75"
12/29/2020,"47,624.20"
12/28/2020,"47,370.30"
